category,split,defect_type,label,sample_id,sample_position,image_height,image_width,patch_count,image_score,heatmap_path,figure_path,ground_truth_pixel_count
bagel,test,good,0,11,11,272,256,221,0.010880469344556332,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/11_heatmap.npy,,0
bagel,test,good,0,12,12,272,256,221,0.010198874399065971,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/12_heatmap.npy,,0
bagel,test,good,0,13,13,256,272,221,0.012610881589353085,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/13_heatmap.npy,,0
bagel,test,good,0,14,14,272,256,219,0.011375435627996922,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/14_heatmap.npy,,0
bagel,test,good,0,15,15,256,272,219,0.01034871581941843,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/15_heatmap.npy,,0
bagel,test,good,0,16,16,256,272,221,0.012955437414348125,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/16_heatmap.npy,,0
bagel,test,good,0,17,17,256,272,221,0.01094044093042612,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/17_heatmap.npy,,0
bagel,test,good,0,18,18,256,256,209,0.013644913211464882,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/18_heatmap.npy,,0
bagel,test,good,0,19,19,272,256,225,0.013084311038255692,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/19_heatmap.npy,,0
bagel,test,good,0,20,20,256,272,224,0.012247283011674881,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/20_heatmap.npy,,0
bagel,test,good,0,21,21,256,272,219,0.01362715382128954,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/good/21_heatmap.npy,,0
bagel,test,combined,1,0,22,256,272,223,0.010371279902756214,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/0_heatmap.npy,fig/05_autoencoder/bagel_preview_compare_heatmaps/bagel/combined/0_heatmap.png,2448
bagel,test,combined,1,1,23,256,272,220,0.01586218923330307,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/1_heatmap.npy,fig/05_autoencoder/bagel_preview_compare_heatmaps/bagel/combined/1_heatmap.png,2042
bagel,test,combined,1,2,24,256,256,204,0.014082745648920536,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/2_heatmap.npy,fig/05_autoencoder/bagel_preview_compare_heatmaps/bagel/combined/2_heatmap.png,1394
bagel,test,combined,1,3,25,256,272,221,0.014429223723709583,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/3_heatmap.npy,fig/05_autoencoder/bagel_preview_compare_heatmaps/bagel/combined/3_heatmap.png,2336
bagel,test,combined,1,4,26,256,272,222,0.00942960660904646,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/4_heatmap.npy,fig/05_autoencoder/bagel_preview_compare_heatmaps/bagel/combined/4_heatmap.png,409
bagel,test,combined,1,5,27,256,272,222,0.013854014687240124,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/5_heatmap.npy,,533
bagel,test,combined,1,6,28,256,272,222,0.010536856018006802,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/6_heatmap.npy,,529
bagel,test,combined,1,7,29,272,256,223,0.015734508633613586,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/7_heatmap.npy,,2341
bagel,test,combined,1,8,30,256,272,218,0.014232013374567032,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/8_heatmap.npy,,1579
bagel,test,combined,1,9,31,272,256,221,0.01127580925822258,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/9_heatmap.npy,,656
bagel,test,combined,1,10,32,256,272,217,0.013887573033571243,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/10_heatmap.npy,,1462
bagel,test,combined,1,11,33,272,256,222,0.011015389114618301,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/11_heatmap.npy,,871
bagel,test,combined,1,12,34,256,272,222,0.015951057896018028,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/12_heatmap.npy,,1678
bagel,test,combined,1,13,35,256,272,223,0.011062034405767918,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/13_heatmap.npy,,1983
bagel,test,combined,1,14,36,288,240,203,0.023847244679927826,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/14_heatmap.npy,,1313
bagel,test,combined,1,15,37,256,272,219,0.013456531800329685,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/15_heatmap.npy,,503
bagel,test,combined,1,16,38,256,272,223,0.009966263547539711,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/16_heatmap.npy,,703
bagel,test,combined,1,17,39,272,256,223,0.01227306667715311,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/17_heatmap.npy,,894
bagel,test,combined,1,18,40,256,272,218,0.01201650407165289,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/18_heatmap.npy,,482
bagel,test,combined,1,19,41,256,272,219,0.014921525493264198,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/19_heatmap.npy,,1946
bagel,test,combined,1,20,42,256,272,217,0.015593711286783218,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/20_heatmap.npy,,1828
bagel,test,combined,1,21,43,256,272,219,0.011807196773588657,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/21_heatmap.npy,,1381
bagel,test,combined,1,22,44,256,272,220,0.0100916288793087,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/combined/22_heatmap.npy,,528
bagel,test,contamination,1,0,45,256,256,209,0.014940011315047741,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/0_heatmap.npy,,304
bagel,test,contamination,1,1,46,256,272,221,0.01019407156854868,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/1_heatmap.npy,,199
bagel,test,contamination,1,2,47,256,272,218,0.01203946489840746,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/2_heatmap.npy,,388
bagel,test,contamination,1,3,48,272,256,224,0.012897984124720097,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/3_heatmap.npy,,304
bagel,test,contamination,1,4,49,256,256,209,0.01440025307238102,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/4_heatmap.npy,,451
bagel,test,contamination,1,5,50,256,272,222,0.013465975411236286,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/5_heatmap.npy,,228
bagel,test,contamination,1,6,51,256,272,221,0.017047060653567314,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/6_heatmap.npy,,281
bagel,test,contamination,1,7,52,272,256,218,0.013448130339384079,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/7_heatmap.npy,,369
bagel,test,contamination,1,8,53,256,272,221,0.01326820906251669,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/8_heatmap.npy,,565
bagel,test,contamination,1,9,54,256,272,221,0.011602402664721012,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/9_heatmap.npy,,289
bagel,test,contamination,1,10,55,256,272,221,0.010350379161536694,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/10_heatmap.npy,,148
bagel,test,contamination,1,11,56,256,272,223,0.010466528125107288,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/11_heatmap.npy,,289
bagel,test,contamination,1,12,57,256,272,225,0.011310704983770847,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/12_heatmap.npy,,350
bagel,test,contamination,1,13,58,256,272,216,0.012982106767594814,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/13_heatmap.npy,,214
bagel,test,contamination,1,14,59,256,272,224,0.014359557069838047,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/14_heatmap.npy,,266
bagel,test,contamination,1,15,60,272,256,221,0.011408175341784954,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/15_heatmap.npy,,298
bagel,test,contamination,1,16,61,240,288,217,0.014684191904962063,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/16_heatmap.npy,,233
bagel,test,contamination,1,17,62,256,272,221,0.01138909999281168,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/17_heatmap.npy,,235
bagel,test,contamination,1,18,63,256,272,222,0.010719393379986286,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/18_heatmap.npy,,223
bagel,test,contamination,1,19,64,256,272,224,0.011157277040183544,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/19_heatmap.npy,,522
bagel,test,contamination,1,20,65,256,272,227,0.014904131181538105,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/20_heatmap.npy,,321
bagel,test,contamination,1,21,66,256,272,219,0.010112572461366653,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/contamination/21_heatmap.npy,,150
bagel,test,crack,1,0,67,256,272,225,0.014576949179172516,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/0_heatmap.npy,,896
bagel,test,crack,1,1,68,256,272,221,0.016502458602190018,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/1_heatmap.npy,,1689
bagel,test,crack,1,2,69,256,272,224,0.012135039083659649,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/2_heatmap.npy,,1074
bagel,test,crack,1,3,70,256,272,222,0.014142506755888462,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/3_heatmap.npy,,994
bagel,test,crack,1,4,71,256,272,220,0.012197992764413357,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/4_heatmap.npy,,750
bagel,test,crack,1,5,72,240,288,213,0.02101307362318039,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/5_heatmap.npy,,2815
bagel,test,crack,1,6,73,256,272,224,0.011357045732438564,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/6_heatmap.npy,,1564
bagel,test,crack,1,7,74,256,272,222,0.014083406887948513,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/7_heatmap.npy,,1526
bagel,test,crack,1,8,75,256,272,222,0.010419339872896671,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/8_heatmap.npy,,1248
bagel,test,crack,1,9,76,240,288,202,0.019276760518550873,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/9_heatmap.npy,,987
bagel,test,crack,1,10,77,240,288,203,0.020758485421538353,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/10_heatmap.npy,,665
bagel,test,crack,1,11,78,256,272,221,0.020626390352845192,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/11_heatmap.npy,,1598
bagel,test,crack,1,12,79,256,272,217,0.013902402482926846,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/12_heatmap.npy,,1382
bagel,test,crack,1,13,80,272,256,220,0.01427585817873478,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/13_heatmap.npy,,1561
bagel,test,crack,1,14,81,256,272,223,0.011005285196006298,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/14_heatmap.npy,,1795
bagel,test,crack,1,15,82,256,272,220,0.014047950506210327,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/15_heatmap.npy,,716
bagel,test,crack,1,16,83,256,272,217,0.017182566225528717,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/16_heatmap.npy,,973
bagel,test,crack,1,17,84,256,272,220,0.013722705654799938,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/17_heatmap.npy,,3874
bagel,test,crack,1,18,85,256,272,222,0.014267615973949432,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/18_heatmap.npy,,1577
bagel,test,crack,1,19,86,256,256,207,0.018867185339331627,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/19_heatmap.npy,,1282
bagel,test,crack,1,20,87,256,272,220,0.01587814837694168,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/20_heatmap.npy,,894
bagel,test,crack,1,21,88,272,256,224,0.013649302534759045,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/crack/21_heatmap.npy,,1165
bagel,test,hole,1,0,89,256,272,225,0.012082147412002087,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/0_heatmap.npy,,406
bagel,test,hole,1,1,90,256,272,222,0.012044072151184082,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/1_heatmap.npy,,393
bagel,test,hole,1,2,91,272,256,222,0.015016254968941212,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/2_heatmap.npy,,327
bagel,test,hole,1,3,92,256,272,223,0.010123688727617264,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/3_heatmap.npy,,214
bagel,test,hole,1,4,93,256,272,221,0.007881143130362034,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/4_heatmap.npy,,298
bagel,test,hole,1,5,94,256,272,221,0.014403745532035828,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/5_heatmap.npy,,102
bagel,test,hole,1,6,95,256,272,219,0.028161000460386276,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/6_heatmap.npy,,151
bagel,test,hole,1,7,96,256,272,222,0.017710134387016296,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/7_heatmap.npy,,301
bagel,test,hole,1,8,97,240,288,223,0.018246658146381378,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/8_heatmap.npy,,370
bagel,test,hole,1,9,98,272,256,225,0.011501431465148926,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/9_heatmap.npy,,249
bagel,test,hole,1,10,99,256,272,224,0.013511311262845993,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/10_heatmap.npy,,217
bagel,test,hole,1,11,100,256,272,221,0.011300419457256794,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/11_heatmap.npy,,342
bagel,test,hole,1,12,101,256,272,221,0.012909178622066975,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/12_heatmap.npy,,274
bagel,test,hole,1,13,102,256,272,226,0.011153741739690304,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/13_heatmap.npy,,291
bagel,test,hole,1,14,103,256,272,224,0.01447205152362585,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/14_heatmap.npy,,283
bagel,test,hole,1,15,104,256,272,221,0.01230724435299635,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/15_heatmap.npy,,156
bagel,test,hole,1,16,105,256,272,224,0.012186250649392605,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/16_heatmap.npy,,208
bagel,test,hole,1,17,106,256,272,218,0.011152251623570919,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/17_heatmap.npy,,302
bagel,test,hole,1,18,107,256,272,216,0.01897916942834854,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/18_heatmap.npy,,397
bagel,test,hole,1,19,108,272,256,220,0.013395875692367554,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/19_heatmap.npy,,807
bagel,test,hole,1,20,109,256,256,211,0.011798467487096786,outputs/metrics/autoencoder_heatmaps/bagel_preview_compare/bagel/hole/20_heatmap.npy,,258
