category,split,defect_type,label,sample_id,sample_position,patch_position,top,bottom,left,right,valid_fraction,score
bagel,test,good,0,0,0,87,80,112,112,144,0.9169921875,-3.3087034225463867
bagel,test,good,0,0,0,88,80,112,128,160,0.88671875,-5.382510662078857
bagel,test,good,0,0,0,89,80,112,144,176,0.8837890625,-13.450178146362305
bagel,test,good,0,0,0,90,80,112,160,192,0.9482421875,-20.085857391357422
bagel,test,good,0,0,0,91,80,112,176,208,0.9970703125,-25.162109375
bagel,test,good,0,0,0,92,80,112,192,224,1.0,-30.253232955932617
bagel,test,good,0,0,0,93,80,112,208,240,1.0,-36.3648796081543
bagel,test,good,0,0,0,94,80,112,224,256,0.95703125,-44.58114242553711
bagel,test,good,0,0,0,95,80,112,240,272,0.5126953125,-39.47277069091797
bagel,test,good,0,0,0,96,96,128,0,32,0.58984375,-18.106800079345703
bagel,test,good,0,0,0,97,96,128,16,48,0.9912109375,-17.224966049194336
bagel,test,good,0,0,0,98,96,128,32,64,1.0,-25.60592269897461
bagel,test,good,0,0,0,99,96,128,48,80,1.0,-28.83695411682129
bagel,test,good,0,0,0,100,96,128,64,96,1.0,-33.115745544433594
bagel,test,good,0,0,0,101,96,128,80,112,0.9541015625,-23.06270408630371
bagel,test,good,0,0,0,102,96,128,96,128,0.869140625,6.330999374389648
bagel,test,good,0,0,0,103,96,128,112,144,0.8203125,1.2024575471878052
bagel,test,good,0,0,0,104,96,128,128,160,0.6396484375,-4.160451889038086
bagel,test,good,0,0,0,105,96,128,144,176,0.55859375,-4.345095157623291
bagel,test,good,0,0,0,106,96,128,160,192,0.8212890625,-24.243194580078125
bagel,test,good,0,0,0,107,96,128,176,208,0.9970703125,-33.76972961425781
bagel,test,good,0,0,0,108,96,128,192,224,1.0,-37.624725341796875
bagel,test,good,0,0,0,109,96,128,208,240,1.0,-36.89364242553711
bagel,test,good,0,0,0,110,96,128,224,256,1.0,-41.1164665222168
bagel,test,good,0,0,0,111,96,128,240,272,0.6416015625,-37.521629333496094
bagel,test,good,0,0,0,112,112,144,0,32,0.634765625,-18.4338321685791
bagel,test,good,0,0,0,113,112,144,16,48,0.9931640625,-15.149253845214844
bagel,test,good,0,0,0,114,112,144,32,64,1.0,-21.065603256225586
bagel,test,good,0,0,0,115,112,144,48,80,1.0,-21.61005973815918
bagel,test,good,0,0,0,116,112,144,64,96,1.0,-24.30784034729004
bagel,test,good,0,0,0,117,112,144,80,112,0.951171875,-15.062745094299316
bagel,test,good,0,0,0,118,112,144,96,128,0.8603515625,31.00506019592285
bagel,test,good,0,0,0,119,112,144,112,144,0.755859375,43.94336700439453
bagel,test,good,0,0,0,120,112,144,128,160,0.517578125,27.489227294921875
bagel,test,good,0,0,0,121,112,144,144,176,0.52734375,-10.192602157592773
bagel,test,good,0,0,0,122,112,144,160,192,0.8564453125,-29.029088973999023
bagel,test,good,0,0,0,123,112,144,176,208,1.0,-33.88428497314453
bagel,test,good,0,0,0,124,112,144,192,224,1.0,-37.830257415771484
bagel,test,good,0,0,0,125,112,144,208,240,1.0,-38.72142791748047
bagel,test,good,0,0,0,126,112,144,224,256,1.0,-39.02628707885742
bagel,test,good,0,0,0,127,112,144,240,272,0.6943359375,-34.268497467041016
bagel,test,good,0,0,0,128,128,160,0,32,0.5576171875,-20.239295959472656
bagel,test,good,0,0,0,129,128,160,16,48,0.970703125,-13.654669761657715
bagel,test,good,0,0,0,130,128,160,32,64,0.9990234375,-15.806117057800293
bagel,test,good,0,0,0,131,128,160,48,80,0.9990234375,-13.579519271850586
bagel,test,good,0,0,0,132,128,160,64,96,0.9990234375,-14.538749694824219
bagel,test,good,0,0,0,133,128,160,80,112,0.99609375,-18.55113983154297
bagel,test,good,0,0,0,134,128,160,96,128,0.953125,24.40720558166504
bagel,test,good,0,0,0,135,128,160,112,144,0.8544921875,36.20490264892578
bagel,test,good,0,0,0,136,128,160,128,160,0.7666015625,13.999154090881348
bagel,test,good,0,0,0,137,128,160,144,176,0.8525390625,-30.76622772216797
bagel,test,good,0,0,0,138,128,160,160,192,0.9833984375,-30.468690872192383
bagel,test,good,0,0,0,139,128,160,176,208,1.0,-31.66229820251465
bagel,test,good,0,0,0,140,128,160,192,224,1.0,-33.98590850830078
bagel,test,good,0,0,0,141,128,160,208,240,1.0,-35.4630241394043
bagel,test,good,0,0,0,142,128,160,224,256,1.0,-36.31395721435547
bagel,test,good,0,0,0,143,128,160,240,272,0.6796875,-31.58098030090332
bagel,test,good,0,0,0,144,144,176,0,32,0.4423828125,-21.012760162353516
bagel,test,good,0,0,0,145,144,176,16,48,0.912109375,-13.122995376586914
bagel,test,good,0,0,0,146,144,176,32,64,0.9990234375,-12.948456764221191
bagel,test,good,0,0,0,147,144,176,48,80,0.9990234375,-9.179620742797852
bagel,test,good,0,0,0,148,144,176,64,96,0.9990234375,-7.254439353942871
bagel,test,good,0,0,0,149,144,176,80,112,1.0,-8.462212562561035
bagel,test,good,0,0,0,150,144,176,96,128,1.0,-11.642204284667969
bagel,test,good,0,0,0,151,144,176,112,144,1.0,-16.31995964050293
bagel,test,good,0,0,0,152,144,176,128,160,1.0,-21.730133056640625
bagel,test,good,0,0,0,153,144,176,144,176,1.0,-25.58978843688965
bagel,test,good,0,0,0,154,144,176,160,192,1.0,-26.186553955078125
bagel,test,good,0,0,0,155,144,176,176,208,1.0,-27.732746124267578
bagel,test,good,0,0,0,156,144,176,192,224,1.0,-30.104917526245117
bagel,test,good,0,0,0,157,144,176,208,240,1.0,-31.237632751464844
bagel,test,good,0,0,0,158,144,176,224,256,0.9833984375,-31.175609588623047
bagel,test,good,0,0,0,159,144,176,240,272,0.5673828125,-26.74273681640625
bagel,test,good,0,0,0,160,160,192,0,32,0.2880859375,-21.900802612304688
bagel,test,good,0,0,0,161,160,192,16,48,0.78515625,-13.556453704833984
bagel,test,good,0,0,0,162,160,192,32,64,0.998046875,-11.2100191116333
bagel,test,good,0,0,0,163,160,192,48,80,1.0,-8.672691345214844
bagel,test,good,0,0,0,164,160,192,64,96,1.0,-3.5092620849609375
bagel,test,good,0,0,0,165,160,192,80,112,0.9912109375,-0.5771538019180298
bagel,test,good,0,0,0,166,160,192,96,128,0.978515625,-1.5351872444152832
bagel,test,good,0,0,0,167,160,192,112,144,0.984375,-5.621033668518066
bagel,test,good,0,0,0,168,160,192,128,160,0.9951171875,-10.835709571838379
bagel,test,good,0,0,0,169,160,192,144,176,0.9951171875,-16.136329650878906
bagel,test,good,0,0,0,170,160,192,160,192,0.9970703125,-19.682437896728516
bagel,test,good,0,0,0,171,160,192,176,208,1.0,-22.929317474365234
bagel,test,good,0,0,0,172,160,192,192,224,1.0,-25.88736343383789
bagel,test,good,0,0,0,173,160,192,208,240,1.0,-25.939802169799805
bagel,test,good,0,0,0,174,160,192,224,256,0.857421875,-26.88507080078125
bagel,test,good,0,0,0,175,160,192,240,272,0.3681640625,-24.831035614013672
bagel,test,good,0,0,0,176,176,208,0,32,0.1103515625,-24.0355281829834
bagel,test,good,0,0,0,177,176,208,16,48,0.5390625,-16.766685485839844
bagel,test,good,0,0,0,178,176,208,32,64,0.9287109375,-10.073953628540039
bagel,test,good,0,0,0,179,176,208,48,80,1.0,-9.590001106262207
bagel,test,good,0,0,0,180,176,208,64,96,1.0,-4.768560409545898
bagel,test,good,0,0,0,181,176,208,80,112,0.9912109375,0.06141640245914459
bagel,test,good,0,0,0,182,176,208,96,128,0.9755859375,1.4876335859298706
bagel,test,good,0,0,0,183,176,208,112,144,0.98046875,-0.4567324221134186
bagel,test,good,0,0,0,184,176,208,128,160,0.9931640625,-4.836568832397461
bagel,test,good,0,0,0,185,176,208,144,176,0.98828125,-9.957286834716797
bagel,test,good,0,0,0,186,176,208,160,192,0.9912109375,-14.79828929901123
bagel,test,good,0,0,0,187,176,208,176,208,1.0,-19.240922927856445
bagel,test,good,0,0,0,188,176,208,192,224,1.0,-20.884624481201172
bagel,test,good,0,0,0,189,176,208,208,240,0.9541015625,-19.84811782836914
bagel,test,good,0,0,0,190,176,208,224,256,0.587890625,-20.63147735595703
bagel,test,good,0,0,0,191,176,208,240,272,0.1337890625,-27.57964515686035
bagel,test,good,0,0,0,193,192,224,16,48,0.19921875,-22.963783264160156
bagel,test,good,0,0,0,194,192,224,32,64,0.5986328125,-15.338810920715332
bagel,test,good,0,0,0,195,192,224,48,80,0.904296875,-9.952494621276855
bagel,test,good,0,0,0,196,192,224,64,96,0.99609375,-7.714349746704102
bagel,test,good,0,0,0,197,192,224,80,112,0.9990234375,-5.751821517944336
bagel,test,good,0,0,0,198,192,224,96,128,0.9970703125,-3.9107213020324707
bagel,test,good,0,0,0,199,192,224,112,144,0.99609375,-4.288035869598389
bagel,test,good,0,0,0,200,192,224,128,160,0.9931640625,-6.950437068939209
bagel,test,good,0,0,0,201,192,224,144,176,0.98828125,-10.430951118469238
bagel,test,good,0,0,0,202,192,224,160,192,0.994140625,-13.8947114944458
bagel,test,good,0,0,0,203,192,224,176,208,1.0,-14.609601974487305
bagel,test,good,0,0,0,204,192,224,192,224,0.9599609375,-12.912785530090332
bagel,test,good,0,0,0,205,192,224,208,240,0.6904296875,-17.99195671081543
bagel,test,good,0,0,0,206,192,224,224,256,0.240234375,-22.328184127807617
bagel,test,good,0,0,0,209,208,240,16,48,0.0107421875,-24.388336181640625
bagel,test,good,0,0,0,210,208,240,32,64,0.16796875,-23.361875534057617
bagel,test,good,0,0,0,211,208,240,48,80,0.4677734375,-17.938081741333008
bagel,test,good,0,0,0,212,208,240,64,96,0.748046875,-12.841833114624023
bagel,test,good,0,0,0,213,208,240,80,112,0.9365234375,-9.719341278076172
bagel,test,good,0,0,0,214,208,240,96,128,0.9990234375,-9.079798698425293
bagel,test,good,0,0,0,215,208,240,112,144,1.0,-10.53922176361084
bagel,test,good,0,0,0,216,208,240,128,160,0.9951171875,-10.987053871154785
bagel,test,good,0,0,0,217,208,240,144,176,0.9951171875,-8.862852096557617
bagel,test,good,0,0,0,218,208,240,160,192,0.9931640625,-4.515631198883057
bagel,test,good,0,0,0,219,208,240,176,208,0.8896484375,-6.888189315795898
bagel,test,good,0,0,0,220,208,240,192,224,0.6171875,-16.52408790588379
bagel,test,good,0,0,0,221,208,240,208,240,0.2470703125,-21.849809646606445
bagel,test,good,0,0,0,222,208,240,224,256,0.0263671875,-26.396474838256836
bagel,test,good,0,0,0,227,224,256,48,80,0.0634765625,-24.48887062072754
bagel,test,good,0,0,0,228,224,256,64,96,0.251953125,-22.07284927368164
bagel,test,good,0,0,0,229,224,256,80,112,0.4521484375,-18.33625602722168
bagel,test,good,0,0,0,230,224,256,96,128,0.5791015625,-15.539824485778809
bagel,test,good,0,0,0,231,224,256,112,144,0.6748046875,-10.958893775939941
bagel,test,good,0,0,0,232,224,256,128,160,0.7236328125,-7.138339996337891
bagel,test,good,0,0,0,233,224,256,144,176,0.69921875,-7.749568939208984
bagel,test,good,0,0,0,234,224,256,160,192,0.59765625,-12.091647148132324
bagel,test,good,0,0,0,235,224,256,176,208,0.4091796875,-18.843782424926758
bagel,test,good,0,0,0,236,224,256,192,224,0.1572265625,-22.916988372802734
bagel,test,good,0,0,0,237,224,256,208,240,0.0107421875,-25.078115463256836
bagel,test,good,0,1,1,3,0,32,48,80,0.0966796875,-41.71049118041992
bagel,test,good,0,1,1,4,0,32,64,96,0.3095703125,-41.884315490722656
bagel,test,good,0,1,1,5,0,32,80,112,0.5068359375,-42.49894714355469
bagel,test,good,0,1,1,6,0,32,96,128,0.65625,-36.46319580078125
bagel,test,good,0,1,1,7,0,32,112,144,0.734375,-26.855642318725586
bagel,test,good,0,1,1,8,0,32,128,160,0.7138671875,-25.858638763427734
bagel,test,good,0,1,1,9,0,32,144,176,0.6259765625,-29.539470672607422
bagel,test,good,0,1,1,10,0,32,160,192,0.4853515625,-33.19721221923828
bagel,test,good,0,1,1,11,0,32,176,208,0.2783203125,-31.808557510375977
bagel,test,good,0,1,1,12,0,32,192,224,0.0771484375,-27.93585968017578
bagel,test,good,0,1,1,18,16,48,32,64,0.1748046875,-39.114402770996094
bagel,test,good,0,1,1,19,16,48,48,80,0.509765625,-38.782684326171875
bagel,test,good,0,1,1,20,16,48,64,96,0.8046875,-40.28504943847656
bagel,test,good,0,1,1,21,16,48,80,112,0.958984375,-41.94247055053711
bagel,test,good,0,1,1,22,16,48,96,128,0.9990234375,-41.98075485229492
bagel,test,good,0,1,1,23,16,48,112,144,1.0,-41.93174362182617
bagel,test,good,0,1,1,24,16,48,128,160,1.0,-39.227272033691406
bagel,test,good,0,1,1,25,16,48,144,176,0.9990234375,-33.20878219604492
bagel,test,good,0,1,1,26,16,48,160,192,0.9501953125,-29.824981689453125
bagel,test,good,0,1,1,27,16,48,176,208,0.7783203125,-33.13447952270508
bagel,test,good,0,1,1,28,16,48,192,224,0.4794921875,-37.25392532348633
bagel,test,good,0,1,1,29,16,48,208,240,0.1611328125,-36.017234802246094
bagel,test,good,0,1,1,33,32,64,16,48,0.1796875,-36.33513259887695
bagel,test,good,0,1,1,34,32,64,32,64,0.5888671875,-32.284423828125
bagel,test,good,0,1,1,35,32,64,48,80,0.9091796875,-37.44419479370117
bagel,test,good,0,1,1,36,32,64,64,96,0.998046875,-42.29869079589844
bagel,test,good,0,1,1,37,32,64,80,112,1.0,-44.32231140136719
bagel,test,good,0,1,1,38,32,64,96,128,1.0,-45.553672790527344
bagel,test,good,0,1,1,39,32,64,112,144,1.0,-46.163230895996094
bagel,test,good,0,1,1,40,32,64,128,160,1.0,-45.33812713623047
bagel,test,good,0,1,1,41,32,64,144,176,0.994140625,-42.3687858581543
bagel,test,good,0,1,1,42,32,64,160,192,0.9853515625,-40.412776947021484
bagel,test,good,0,1,1,43,32,64,176,208,0.9912109375,-38.641605377197266
bagel,test,good,0,1,1,44,32,64,192,224,0.90234375,-39.469364166259766
bagel,test,good,0,1,1,45,32,64,208,240,0.5888671875,-40.072269439697266
bagel,test,good,0,1,1,46,32,64,224,256,0.19140625,-38.2689208984375
bagel,test,good,0,1,1,48,48,80,0,32,0.1123046875,-34.68004608154297
bagel,test,good,0,1,1,49,48,80,16,48,0.52734375,-29.72190284729004
bagel,test,good,0,1,1,50,48,80,32,64,0.9111328125,-29.41688346862793
bagel,test,good,0,1,1,51,48,80,48,80,0.99609375,-35.97847366333008
bagel,test,good,0,1,1,52,48,80,64,96,1.0,-39.18319320678711
bagel,test,good,0,1,1,53,48,80,80,112,1.0,-40.73769760131836
bagel,test,good,0,1,1,54,48,80,96,128,1.0,-42.15895080566406
bagel,test,good,0,1,1,55,48,80,112,144,1.0,-42.56603240966797
bagel,test,good,0,1,1,56,48,80,128,160,1.0,-42.5659065246582
bagel,test,good,0,1,1,57,48,80,144,176,0.9921875,-39.457275390625
bagel,test,good,0,1,1,58,48,80,160,192,0.9833984375,-37.2995491027832
bagel,test,good,0,1,1,59,48,80,176,208,0.9912109375,-40.15138244628906
bagel,test,good,0,1,1,60,48,80,192,224,1.0,-42.49142837524414
bagel,test,good,0,1,1,61,48,80,208,240,0.927734375,-41.7348747253418
bagel,test,good,0,1,1,62,48,80,224,256,0.5634765625,-40.47330093383789
bagel,test,good,0,1,1,63,48,80,240,272,0.1357421875,-38.476287841796875
bagel,test,good,0,1,1,64,64,96,0,32,0.3369140625,-30.52033042907715
bagel,test,good,0,1,1,65,64,96,16,48,0.8271484375,-22.930999755859375
bagel,test,good,0,1,1,66,64,96,32,64,0.99609375,-29.989450454711914
bagel,test,good,0,1,1,67,64,96,48,80,1.0,-32.805763244628906
bagel,test,good,0,1,1,68,64,96,64,96,1.0,-36.04011535644531
bagel,test,good,0,1,1,69,64,96,80,112,1.0,-36.061038970947266
bagel,test,good,0,1,1,70,64,96,96,128,0.99609375,-24.746965408325195
bagel,test,good,0,1,1,71,64,96,112,144,0.99609375,-19.9660701751709
bagel,test,good,0,1,1,72,64,96,128,160,1.0,-23.873720169067383
bagel,test,good,0,1,1,73,64,96,144,176,0.998046875,-28.280778884887695
bagel,test,good,0,1,1,74,64,96,160,192,0.998046875,-27.840415954589844
bagel,test,good,0,1,1,75,64,96,176,208,1.0,-33.113582611083984
bagel,test,good,0,1,1,76,64,96,192,224,1.0,-41.87744140625
bagel,test,good,0,1,1,77,64,96,208,240,1.0,-44.432472229003906
bagel,test,good,0,1,1,78,64,96,224,256,0.869140625,-44.006717681884766
bagel,test,good,0,1,1,79,64,96,240,272,0.3740234375,-41.49137878417969
bagel,test,good,0,1,1,80,80,112,0,32,0.537109375,-24.64448356628418
bagel,test,good,0,1,1,81,80,112,16,48,0.96484375,-22.828033447265625
bagel,test,good,0,1,1,82,80,112,32,64,0.9990234375,-29.47186851501465
bagel,test,good,0,1,1,83,80,112,48,80,1.0,-32.18406295776367
bagel,test,good,0,1,1,84,80,112,64,96,1.0,-34.13486099243164
bagel,test,good,0,1,1,85,80,112,80,112,0.9921875,-22.865955352783203
bagel,test,good,0,1,1,86,80,112,96,128,0.9609375,3.7539162635803223
bagel,test,good,0,1,1,87,80,112,112,144,0.921875,33.709964752197266
bagel,test,good,0,1,1,88,80,112,128,160,0.8330078125,31.486534118652344
bagel,test,good,0,1,1,89,80,112,144,176,0.7841796875,8.058091163635254
bagel,test,good,0,1,1,90,80,112,160,192,0.9033203125,-21.429912567138672
bagel,test,good,0,1,1,91,80,112,176,208,0.9990234375,-29.05748748779297
bagel,test,good,0,1,1,92,80,112,192,224,1.0,-39.69060134887695
bagel,test,good,0,1,1,93,80,112,208,240,1.0,-43.67827224731445
bagel,test,good,0,1,1,94,80,112,224,256,0.98828125,-45.983097076416016
bagel,test,good,0,1,1,95,80,112,240,272,0.560546875,-43.088348388671875
bagel,test,good,0,1,1,96,96,128,0,32,0.6630859375,-19.136343002319336
bagel,test,good,0,1,1,97,96,128,16,48,0.9892578125,-22.098388671875
bagel,test,good,0,1,1,98,96,128,32,64,1.0,-28.43248176574707
bagel,test,good,0,1,1,99,96,128,48,80,1.0,-31.379602432250977
bagel,test,good,0,1,1,100,96,128,64,96,1.0,-34.658321380615234
bagel,test,good,0,1,1,101,96,128,80,112,0.9306640625,13.923172950744629
bagel,test,good,0,1,1,102,96,128,96,128,0.8466796875,44.645843505859375
bagel,test,good,0,1,1,103,96,128,112,144,0.8271484375,60.17686462402344
bagel,test,good,0,1,1,104,96,128,128,160,0.5927734375,58.43790054321289
bagel,test,good,0,1,1,105,96,128,144,176,0.44140625,25.2213134765625
bagel,test,good,0,1,1,106,96,128,160,192,0.7578125,-22.86441993713379
bagel,test,good,0,1,1,107,96,128,176,208,0.998046875,-31.49981117248535
bagel,test,good,0,1,1,108,96,128,192,224,1.0,-38.08768844604492
bagel,test,good,0,1,1,109,96,128,208,240,1.0,-42.12886047363281
bagel,test,good,0,1,1,110,96,128,224,256,1.0,-46.5919303894043
bagel,test,good,0,1,1,111,96,128,240,272,0.6787109375,-42.64583969116211
bagel,test,good,0,1,1,112,112,144,0,32,0.6982421875,-14.125268936157227
bagel,test,good,0,1,1,113,112,144,16,48,0.9873046875,-16.715370178222656
bagel,test,good,0,1,1,114,112,144,32,64,0.9990234375,-25.56986427307129
bagel,test,good,0,1,1,115,112,144,48,80,1.0,-27.783689498901367
bagel,test,good,0,1,1,116,112,144,64,96,1.0,-31.655996322631836
bagel,test,good,0,1,1,117,112,144,80,112,0.9013671875,24.463665008544922
bagel,test,good,0,1,1,118,112,144,96,128,0.79296875,65.57943725585938
bagel,test,good,0,1,1,119,112,144,112,144,0.6767578125,60.31800079345703
bagel,test,good,0,1,1,120,112,144,128,160,0.4296875,59.794960021972656
bagel,test,good,0,1,1,121,112,144,144,176,0.494140625,9.443574905395508
bagel,test,good,0,1,1,122,112,144,160,192,0.8486328125,-28.74286460876465
bagel,test,good,0,1,1,123,112,144,176,208,0.9990234375,-35.50178909301758
bagel,test,good,0,1,1,124,112,144,192,224,1.0,-37.179847717285156
bagel,test,good,0,1,1,125,112,144,208,240,1.0,-39.80674743652344
bagel,test,good,0,1,1,126,112,144,224,256,1.0,-44.38010787963867
bagel,test,good,0,1,1,127,112,144,240,272,0.7177734375,-40.178646087646484
bagel,test,good,0,1,1,128,128,160,0,32,0.62890625,-13.520322799682617
bagel,test,good,0,1,1,129,128,160,16,48,0.9619140625,-9.360160827636719
bagel,test,good,0,1,1,130,128,160,32,64,0.9990234375,-21.014202117919922
bagel,test,good,0,1,1,131,128,160,48,80,1.0,-21.785388946533203
bagel,test,good,0,1,1,132,128,160,64,96,1.0,-24.28760528564453
bagel,test,good,0,1,1,133,128,160,80,112,0.962890625,9.232171058654785
bagel,test,good,0,1,1,134,128,160,96,128,0.9072265625,44.386478424072266
bagel,test,good,0,1,1,135,128,160,112,144,0.763671875,50.614837646484375
bagel,test,good,0,1,1,136,128,160,128,160,0.662109375,15.64352798461914
bagel,test,good,0,1,1,137,128,160,144,176,0.8369140625,-27.875381469726562
bagel,test,good,0,1,1,138,128,160,160,192,0.994140625,-31.909746170043945
bagel,test,good,0,1,1,139,128,160,176,208,1.0,-34.74864959716797
bagel,test,good,0,1,1,140,128,160,192,224,1.0,-35.44792175292969
bagel,test,good,0,1,1,141,128,160,208,240,1.0,-36.61026382446289
bagel,test,good,0,1,1,142,128,160,224,256,1.0,-38.277122497558594
bagel,test,good,0,1,1,143,128,160,240,272,0.6767578125,-34.46767807006836
bagel,test,good,0,1,1,144,144,176,0,32,0.490234375,-17.884063720703125
bagel,test,good,0,1,1,145,144,176,16,48,0.9169921875,-6.348081588745117
bagel,test,good,0,1,1,146,144,176,32,64,0.998046875,-16.54553985595703
bagel,test,good,0,1,1,147,144,176,48,80,1.0,-15.2926607131958
