category,split,defect_type,label,sample_id,sample_position,patch_position,top,bottom,left,right,valid_fraction,score
bagel,test,good,0,0,0,44,32,64,192,224,0.90234375,0.0023648550268262625
bagel,test,good,0,0,0,45,32,64,208,240,0.5419921875,0.004366885405033827
bagel,test,good,0,0,0,46,32,64,224,256,0.1396484375,0.00509581109508872
bagel,test,good,0,0,0,48,48,80,0,32,0.1416015625,0.0055104210041463375
bagel,test,good,0,0,0,49,48,80,16,48,0.623046875,0.0022068789694458246
bagel,test,good,0,0,0,50,48,80,32,64,0.9814453125,0.0015861622523516417
bagel,test,good,0,0,0,51,48,80,48,80,1.0,0.0011022223625332117
bagel,test,good,0,0,0,52,48,80,64,96,1.0,0.0007745336624793708
bagel,test,good,0,0,0,53,48,80,80,112,1.0,0.001066302414983511
bagel,test,good,0,0,0,54,48,80,96,128,1.0,0.0014749020338058472
bagel,test,good,0,0,0,55,48,80,112,144,1.0,0.0019446280784904957
bagel,test,good,0,0,0,56,48,80,128,160,0.9970703125,0.0023076594807207584
bagel,test,good,0,0,0,57,48,80,144,176,0.99609375,0.002050817711278796
bagel,test,good,0,0,0,58,48,80,160,192,0.9990234375,0.001983894035220146
bagel,test,good,0,0,0,59,48,80,176,208,1.0,0.0016016687732189894
bagel,test,good,0,0,0,60,48,80,192,224,1.0,0.001467021182179451
bagel,test,good,0,0,0,61,48,80,208,240,0.884765625,0.0020333495922386646
bagel,test,good,0,0,0,62,48,80,224,256,0.4423828125,0.004002601373940706
bagel,test,good,0,0,0,63,48,80,240,272,0.0576171875,0.008184920065104961
bagel,test,good,0,0,0,64,64,96,0,32,0.333984375,0.0023999635595828295
bagel,test,good,0,0,0,65,64,96,16,48,0.8330078125,0.0013932973379269242
bagel,test,good,0,0,0,66,64,96,32,64,0.9990234375,0.001285111648030579
bagel,test,good,0,0,0,67,64,96,48,80,1.0,0.0011445967247709632
bagel,test,good,0,0,0,68,64,96,64,96,1.0,0.0009737253421917558
bagel,test,good,0,0,0,69,64,96,80,112,1.0,0.0011286800727248192
bagel,test,good,0,0,0,70,64,96,96,128,1.0,0.0019392489921301603
bagel,test,good,0,0,0,71,64,96,112,144,0.998046875,0.002942864317446947
bagel,test,good,0,0,0,72,64,96,128,160,0.998046875,0.003886185120791197
bagel,test,good,0,0,0,73,64,96,144,176,1.0,0.0034547646064311266
bagel,test,good,0,0,0,74,64,96,160,192,1.0,0.0028416747227311134
bagel,test,good,0,0,0,75,64,96,176,208,1.0,0.0022086778189986944
bagel,test,good,0,0,0,76,64,96,192,224,1.0,0.0014409850118681788
bagel,test,good,0,0,0,77,64,96,208,240,0.9970703125,0.0015831803902983665
bagel,test,good,0,0,0,78,64,96,224,256,0.76171875,0.0023362257052212954
bagel,test,good,0,0,0,79,64,96,240,272,0.2666015625,0.0045616826973855495
bagel,test,good,0,0,0,80,80,112,0,32,0.46875,0.0019838125444948673
bagel,test,good,0,0,0,81,80,112,16,48,0.9541015625,0.0015823151916265488
bagel,test,good,0,0,0,82,80,112,32,64,1.0,0.0014358381740748882
bagel,test,good,0,0,0,83,80,112,48,80,1.0,0.0011779150227084756
bagel,test,good,0,0,0,84,80,112,64,96,1.0,0.0013611987233161926
bagel,test,good,0,0,0,85,80,112,80,112,0.9990234375,0.002331234049052
bagel,test,good,0,0,0,86,80,112,96,128,0.9619140625,0.006561009678989649
bagel,test,good,0,0,0,87,80,112,112,144,0.9169921875,0.008612481877207756
bagel,test,good,0,0,0,88,80,112,128,160,0.88671875,0.008569174446165562
bagel,test,good,0,0,0,89,80,112,144,176,0.8837890625,0.007126747164875269
bagel,test,good,0,0,0,90,80,112,160,192,0.9482421875,0.004017246887087822
bagel,test,good,0,0,0,91,80,112,176,208,0.9970703125,0.002382206730544567
bagel,test,good,0,0,0,92,80,112,192,224,1.0,0.0019065173109993339
bagel,test,good,0,0,0,93,80,112,208,240,1.0,0.0011414316250011325
bagel,test,good,0,0,0,94,80,112,224,256,0.95703125,0.0016774453688412905
bagel,test,good,0,0,0,95,80,112,240,272,0.5126953125,0.004492009989917278
bagel,test,good,0,0,0,96,96,128,0,32,0.58984375,0.0026980824768543243
bagel,test,good,0,0,0,97,96,128,16,48,0.9912109375,0.0017424942925572395
bagel,test,good,0,0,0,98,96,128,32,64,1.0,0.001635972410440445
bagel,test,good,0,0,0,99,96,128,48,80,1.0,0.00180028285831213
bagel,test,good,0,0,0,100,96,128,64,96,1.0,0.0021231898572295904
bagel,test,good,0,0,0,101,96,128,80,112,0.9541015625,0.006722350604832172
bagel,test,good,0,0,0,102,96,128,96,128,0.869140625,0.009659134782850742
bagel,test,good,0,0,0,103,96,128,112,144,0.8203125,0.008952478878200054
bagel,test,good,0,0,0,104,96,128,128,160,0.6396484375,0.00717511773109436
bagel,test,good,0,0,0,105,96,128,144,176,0.55859375,0.007729342672973871
bagel,test,good,0,0,0,106,96,128,160,192,0.8212890625,0.003683203598484397
bagel,test,good,0,0,0,107,96,128,176,208,0.9970703125,0.0019231750629842281
bagel,test,good,0,0,0,108,96,128,192,224,1.0,0.0014927021693438292
bagel,test,good,0,0,0,109,96,128,208,240,1.0,0.0015850752824917436
bagel,test,good,0,0,0,110,96,128,224,256,1.0,0.0015022141160443425
bagel,test,good,0,0,0,111,96,128,240,272,0.6416015625,0.002337109297513962
bagel,test,good,0,0,0,112,112,144,0,32,0.634765625,0.002783368807286024
bagel,test,good,0,0,0,113,112,144,16,48,0.9931640625,0.002058479469269514
bagel,test,good,0,0,0,114,112,144,32,64,1.0,0.0017676996067166328
bagel,test,good,0,0,0,115,112,144,48,80,1.0,0.0017547092866152525
bagel,test,good,0,0,0,116,112,144,64,96,1.0,0.0018460938008502126
bagel,test,good,0,0,0,117,112,144,80,112,0.951171875,0.004937052261084318
bagel,test,good,0,0,0,118,112,144,96,128,0.8603515625,0.010136445052921772
bagel,test,good,0,0,0,119,112,144,112,144,0.755859375,0.01180173084139824
bagel,test,good,0,0,0,120,112,144,128,160,0.517578125,0.008545614778995514
bagel,test,good,0,0,0,121,112,144,144,176,0.52734375,0.006283608265221119
bagel,test,good,0,0,0,122,112,144,160,192,0.8564453125,0.002053274307399988
bagel,test,good,0,0,0,123,112,144,176,208,1.0,0.0014012566534802318
bagel,test,good,0,0,0,124,112,144,192,224,1.0,0.001390741323120892
bagel,test,good,0,0,0,125,112,144,208,240,1.0,0.0013623626437038183
bagel,test,good,0,0,0,126,112,144,224,256,1.0,0.0014916567597538233
bagel,test,good,0,0,0,127,112,144,240,272,0.6943359375,0.0025904688518494368
bagel,test,good,0,0,0,128,128,160,0,32,0.5576171875,0.0034686531871557236
bagel,test,good,0,0,0,129,128,160,16,48,0.970703125,0.0016595436027273536
bagel,test,good,0,0,0,130,128,160,32,64,0.9990234375,0.0014379409840330482
bagel,test,good,0,0,0,131,128,160,48,80,0.9990234375,0.001059603993780911
bagel,test,good,0,0,0,132,128,160,64,96,0.9990234375,0.001248263055458665
bagel,test,good,0,0,0,133,128,160,80,112,0.99609375,0.0027529429644346237
bagel,test,good,0,0,0,134,128,160,96,128,0.953125,0.006614638026803732
bagel,test,good,0,0,0,135,128,160,112,144,0.8544921875,0.00917229987680912
bagel,test,good,0,0,0,136,128,160,128,160,0.7666015625,0.004588177893310785
bagel,test,good,0,0,0,137,128,160,144,176,0.8525390625,0.00361056299880147
bagel,test,good,0,0,0,138,128,160,160,192,0.9833984375,0.0021652989089488983
bagel,test,good,0,0,0,139,128,160,176,208,1.0,0.001332316780462861
bagel,test,good,0,0,0,140,128,160,192,224,1.0,0.0013053454458713531
bagel,test,good,0,0,0,141,128,160,208,240,1.0,0.0013132619205862284
bagel,test,good,0,0,0,142,128,160,224,256,1.0,0.0016961247893050313
bagel,test,good,0,0,0,143,128,160,240,272,0.6796875,0.002143457531929016
bagel,test,good,0,0,0,144,144,176,0,32,0.4423828125,0.0025178291834890842
bagel,test,good,0,0,0,145,144,176,16,48,0.912109375,0.0014463922707363963
bagel,test,good,0,0,0,146,144,176,32,64,0.9990234375,0.0009647193364799023
bagel,test,good,0,0,0,147,144,176,48,80,0.9990234375,0.0008327938849106431
bagel,test,good,0,0,0,148,144,176,64,96,0.9990234375,0.0014888396253809333
bagel,test,good,0,0,0,149,144,176,80,112,1.0,0.0023096397053450346
bagel,test,good,0,0,0,150,144,176,96,128,1.0,0.0023328589741140604
bagel,test,good,0,0,0,151,144,176,112,144,1.0,0.001756888348609209
bagel,test,good,0,0,0,152,144,176,128,160,1.0,0.001930235419422388
bagel,test,good,0,0,0,153,144,176,144,176,1.0,0.0027785419952124357
bagel,test,good,0,0,0,154,144,176,160,192,1.0,0.0020886403508484364
bagel,test,good,0,0,0,155,144,176,176,208,1.0,0.0010786941275000572
bagel,test,good,0,0,0,156,144,176,192,224,1.0,0.001341085066087544
bagel,test,good,0,0,0,157,144,176,208,240,1.0,0.0016790730878710747
bagel,test,good,0,0,0,158,144,176,224,256,0.9833984375,0.0022320090793073177
bagel,test,good,0,0,0,159,144,176,240,272,0.5673828125,0.0031345244497060776
bagel,test,good,0,0,0,160,160,192,0,32,0.2880859375,0.0024524254258722067
bagel,test,good,0,0,0,161,160,192,16,48,0.78515625,0.0013577156933024526
bagel,test,good,0,0,0,162,160,192,32,64,0.998046875,0.001199181075207889
bagel,test,good,0,0,0,163,160,192,48,80,1.0,0.001105618430301547
bagel,test,good,0,0,0,164,160,192,64,96,1.0,0.0015970327658578753
bagel,test,good,0,0,0,165,160,192,80,112,0.9912109375,0.0025223877746611834
bagel,test,good,0,0,0,166,160,192,96,128,0.978515625,0.002245017560198903
bagel,test,good,0,0,0,167,160,192,112,144,0.984375,0.0013436481822282076
bagel,test,good,0,0,0,168,160,192,128,160,0.9951171875,0.0013922681100666523
bagel,test,good,0,0,0,169,160,192,144,176,0.9951171875,0.002006819937378168
bagel,test,good,0,0,0,170,160,192,160,192,0.9970703125,0.0017253735568374395
bagel,test,good,0,0,0,171,160,192,176,208,1.0,0.0010760759469121695
bagel,test,good,0,0,0,172,160,192,192,224,1.0,0.0013569260481745005
bagel,test,good,0,0,0,173,160,192,208,240,1.0,0.0017517658416181803
bagel,test,good,0,0,0,174,160,192,224,256,0.857421875,0.002597368322312832
bagel,test,good,0,0,0,175,160,192,240,272,0.3681640625,0.0034006964415311813
bagel,test,good,0,0,0,176,176,208,0,32,0.1103515625,0.002768072998151183
bagel,test,good,0,0,0,177,176,208,16,48,0.5390625,0.0016809990629553795
bagel,test,good,0,0,0,178,176,208,32,64,0.9287109375,0.0013673205394297838
bagel,test,good,0,0,0,179,176,208,48,80,1.0,0.0014036328066140413
bagel,test,good,0,0,0,180,176,208,64,96,1.0,0.001575544010847807
bagel,test,good,0,0,0,181,176,208,80,112,0.9912109375,0.0016659409739077091
bagel,test,good,0,0,0,182,176,208,96,128,0.9755859375,0.001961108762770891
bagel,test,good,0,0,0,183,176,208,112,144,0.98046875,0.0012596325250342488
bagel,test,good,0,0,0,184,176,208,128,160,0.9931640625,0.001176870078779757
bagel,test,good,0,0,0,185,176,208,144,176,0.98828125,0.0015075814444571733
bagel,test,good,0,0,0,186,176,208,160,192,0.9912109375,0.0014718914171680808
bagel,test,good,0,0,0,187,176,208,176,208,1.0,0.001276318565942347
bagel,test,good,0,0,0,188,176,208,192,224,1.0,0.00166694400832057
bagel,test,good,0,0,0,189,176,208,208,240,0.9541015625,0.00204070913605392
bagel,test,good,0,0,0,190,176,208,224,256,0.587890625,0.002562068635597825
bagel,test,good,0,0,0,191,176,208,240,272,0.1337890625,0.0032815872691571712
bagel,test,good,0,0,0,193,192,224,16,48,0.19921875,0.0017994613153859973
bagel,test,good,0,0,0,194,192,224,32,64,0.5986328125,0.0016060407506302
bagel,test,good,0,0,0,195,192,224,48,80,0.904296875,0.001592343091033399
bagel,test,good,0,0,0,196,192,224,64,96,0.99609375,0.001587631064467132
bagel,test,good,0,0,0,197,192,224,80,112,0.9990234375,0.002072230214253068
bagel,test,good,0,0,0,198,192,224,96,128,0.9970703125,0.0022706605959683657
bagel,test,good,0,0,0,199,192,224,112,144,0.99609375,0.0021916422992944717
bagel,test,good,0,0,0,200,192,224,128,160,0.9931640625,0.002020510844886303
bagel,test,good,0,0,0,201,192,224,144,176,0.98828125,0.001371377962641418
bagel,test,good,0,0,0,202,192,224,160,192,0.994140625,0.001634605461731553
bagel,test,good,0,0,0,203,192,224,176,208,1.0,0.0018469709903001785
bagel,test,good,0,0,0,204,192,224,192,224,0.9599609375,0.00204807473346591
bagel,test,good,0,0,0,205,192,224,208,240,0.6904296875,0.0026516709476709366
bagel,test,good,0,0,0,206,192,224,224,256,0.240234375,0.00378737086430192
bagel,test,good,0,0,0,209,208,240,16,48,0.0107421875,0.016313938423991203
bagel,test,good,0,0,0,210,208,240,32,64,0.16796875,0.0021625205408781767
bagel,test,good,0,0,0,211,208,240,48,80,0.4677734375,0.0016819150187075138
bagel,test,good,0,0,0,212,208,240,64,96,0.748046875,0.0020520936232060194
bagel,test,good,0,0,0,213,208,240,80,112,0.9365234375,0.0026049537118524313
bagel,test,good,0,0,0,214,208,240,96,128,0.9990234375,0.00234206672757864
bagel,test,good,0,0,0,215,208,240,112,144,1.0,0.002182076219469309
bagel,test,good,0,0,0,216,208,240,128,160,0.9951171875,0.00205975235439837
bagel,test,good,0,0,0,217,208,240,144,176,0.9951171875,0.0019079572521150112
bagel,test,good,0,0,0,218,208,240,160,192,0.9931640625,0.002183786127716303
bagel,test,good,0,0,0,219,208,240,176,208,0.8896484375,0.0027703745290637016
bagel,test,good,0,0,0,220,208,240,192,224,0.6171875,0.0029786848463118076
bagel,test,good,0,0,0,221,208,240,208,240,0.2470703125,0.004196115303784609
bagel,test,good,0,0,0,222,208,240,224,256,0.0263671875,0.0026028091087937355
bagel,test,good,0,0,0,227,224,256,48,80,0.0634765625,0.0034351509530097246
bagel,test,good,0,0,0,228,224,256,64,96,0.251953125,0.00293360254727304
bagel,test,good,0,0,0,229,224,256,80,112,0.4521484375,0.0022963027004152536
bagel,test,good,0,0,0,230,224,256,96,128,0.5791015625,0.002772705629467964
bagel,test,good,0,0,0,231,224,256,112,144,0.6748046875,0.00304932938888669
bagel,test,good,0,0,0,232,224,256,128,160,0.7236328125,0.003013998968526721
bagel,test,good,0,0,0,233,224,256,144,176,0.69921875,0.003178575774654746
bagel,test,good,0,0,0,234,224,256,160,192,0.59765625,0.0028860121965408325
bagel,test,good,0,0,0,235,224,256,176,208,0.4091796875,0.00341872894205153
bagel,test,good,0,0,0,236,224,256,192,224,0.1572265625,0.0033941734582185745
bagel,test,good,0,0,0,237,224,256,208,240,0.0107421875,0.0045538488775491714
bagel,test,good,0,1,1,3,0,32,48,80,0.0966796875,0.003794131800532341
bagel,test,good,0,1,1,4,0,32,64,96,0.3095703125,0.003193075768649578
bagel,test,good,0,1,1,5,0,32,80,112,0.5068359375,0.0034993388690054417
bagel,test,good,0,1,1,6,0,32,96,128,0.65625,0.003961531445384026
bagel,test,good,0,1,1,7,0,32,112,144,0.734375,0.0049102576449513435
bagel,test,good,0,1,1,8,0,32,128,160,0.7138671875,0.005073482636362314
bagel,test,good,0,1,1,9,0,32,144,176,0.6259765625,0.004330305848270655
bagel,test,good,0,1,1,10,0,32,160,192,0.4853515625,0.004983244929462671
bagel,test,good,0,1,1,11,0,32,176,208,0.2783203125,0.006980313919484615
bagel,test,good,0,1,1,12,0,32,192,224,0.0771484375,0.014311364851891994
bagel,test,good,0,1,1,18,16,48,32,64,0.1748046875,0.0034094403963536024
bagel,test,good,0,1,1,19,16,48,48,80,0.509765625,0.0025024886708706617
bagel,test,good,0,1,1,20,16,48,64,96,0.8046875,0.0024147049989551306
bagel,test,good,0,1,1,21,16,48,80,112,0.958984375,0.0023379623889923096
bagel,test,good,0,1,1,22,16,48,96,128,0.9990234375,0.0025692367926239967
bagel,test,good,0,1,1,23,16,48,112,144,1.0,0.002842350397258997
bagel,test,good,0,1,1,24,16,48,128,160,1.0,0.003315370064228773
bagel,test,good,0,1,1,25,16,48,144,176,0.9990234375,0.0038625644519925117
bagel,test,good,0,1,1,26,16,48,160,192,0.9501953125,0.0036616018041968346
bagel,test,good,0,1,1,27,16,48,176,208,0.7783203125,0.0037684994749724865
bagel,test,good,0,1,1,28,16,48,192,224,0.4794921875,0.004448834341019392
bagel,test,good,0,1,1,29,16,48,208,240,0.1611328125,0.0077304658479988575
bagel,test,good,0,1,1,33,32,64,16,48,0.1796875,0.004045428708195686
bagel,test,good,0,1,1,34,32,64,32,64,0.5888671875,0.00236742221750319
bagel,test,good,0,1,1,35,32,64,48,80,0.9091796875,0.002111776964738965
bagel,test,good,0,1,1,36,32,64,64,96,0.998046875,0.0016850995598360896
bagel,test,good,0,1,1,37,32,64,80,112,1.0,0.001387009397149086
bagel,test,good,0,1,1,38,32,64,96,128,1.0,0.0017284151399508119
bagel,test,good,0,1,1,39,32,64,112,144,1.0,0.0020599591080099344
bagel,test,good,0,1,1,40,32,64,128,160,1.0,0.002988718682900071
bagel,test,good,0,1,1,41,32,64,144,176,0.994140625,0.0036724356468766928
bagel,test,good,0,1,1,42,32,64,160,192,0.9853515625,0.002777117071673274
bagel,test,good,0,1,1,43,32,64,176,208,0.9912109375,0.002916882513090968
bagel,test,good,0,1,1,44,32,64,192,224,0.90234375,0.002916863653808832
bagel,test,good,0,1,1,45,32,64,208,240,0.5888671875,0.0036610225215554237
bagel,test,good,0,1,1,46,32,64,224,256,0.19140625,0.0081015108153224
bagel,test,good,0,1,1,48,48,80,0,32,0.1123046875,0.005656054243445396
bagel,test,good,0,1,1,49,48,80,16,48,0.52734375,0.0029450315050780773
bagel,test,good,0,1,1,50,48,80,32,64,0.9111328125,0.0017151013016700745
bagel,test,good,0,1,1,51,48,80,48,80,0.99609375,0.0015185743104666471
bagel,test,good,0,1,1,52,48,80,64,96,1.0,0.0012627161340788007
bagel,test,good,0,1,1,53,48,80,80,112,1.0,0.001101083355024457
bagel,test,good,0,1,1,54,48,80,96,128,1.0,0.0018300059018656611
bagel,test,good,0,1,1,55,48,80,112,144,1.0,0.0027710185386240482
bagel,test,good,0,1,1,56,48,80,128,160,1.0,0.00308477645739913
bagel,test,good,0,1,1,57,48,80,144,176,0.9921875,0.003402826376259327
bagel,test,good,0,1,1,58,48,80,160,192,0.9833984375,0.003229257883504033
bagel,test,good,0,1,1,59,48,80,176,208,0.9912109375,0.002771049505099654
bagel,test,good,0,1,1,60,48,80,192,224,1.0,0.00222824327647686
bagel,test,good,0,1,1,61,48,80,208,240,0.927734375,0.002280609682202339
bagel,test,good,0,1,1,62,48,80,224,256,0.5634765625,0.004127451218664646
bagel,test,good,0,1,1,63,48,80,240,272,0.1357421875,0.009173829108476639
bagel,test,good,0,1,1,64,64,96,0,32,0.3369140625,0.002683278638869524
bagel,test,good,0,1,1,65,64,96,16,48,0.8271484375,0.0020165545865893364
bagel,test,good,0,1,1,66,64,96,32,64,0.99609375,0.0014951558550819755
bagel,test,good,0,1,1,67,64,96,48,80,1.0,0.001043433090671897
bagel,test,good,0,1,1,68,64,96,64,96,1.0,0.0010674027726054192
bagel,test,good,0,1,1,69,64,96,80,112,1.0,0.0014014627085998654
bagel,test,good,0,1,1,70,64,96,96,128,0.99609375,0.004876258317381144
bagel,test,good,0,1,1,71,64,96,112,144,0.99609375,0.006521030329167843
bagel,test,good,0,1,1,72,64,96,128,160,1.0,0.005024588201195002
bagel,test,good,0,1,1,73,64,96,144,176,0.998046875,0.004709839355200529
bagel,test,good,0,1,1,74,64,96,160,192,0.998046875,0.003737103659659624
bagel,test,good,0,1,1,75,64,96,176,208,1.0,0.0024910075590014458
bagel,test,good,0,1,1,76,64,96,192,224,1.0,0.0021174594294279814
bagel,test,good,0,1,1,77,64,96,208,240,1.0,0.0018785351421684027
bagel,test,good,0,1,1,78,64,96,224,256,0.869140625,0.0028256892692297697
bagel,test,good,0,1,1,79,64,96,240,272,0.3740234375,0.004531488288193941
bagel,test,good,0,1,1,80,80,112,0,32,0.537109375,0.0033073334489017725
bagel,test,good,0,1,1,81,80,112,16,48,0.96484375,0.0016167721478268504
bagel,test,good,0,1,1,82,80,112,32,64,0.9990234375,0.0012753477785736322
bagel,test,good,0,1,1,83,80,112,48,80,1.0,0.0011139201233163476
bagel,test,good,0,1,1,84,80,112,64,96,1.0,0.0013511920114979148
bagel,test,good,0,1,1,85,80,112,80,112,0.9921875,0.004346172325313091
bagel,test,good,0,1,1,86,80,112,96,128,0.9609375,0.010483142919838428
bagel,test,good,0,1,1,87,80,112,112,144,0.921875,0.013344036415219307
bagel,test,good,0,1,1,88,80,112,128,160,0.8330078125,0.01247265376150608
bagel,test,good,0,1,1,89,80,112,144,176,0.7841796875,0.008196397684514523
bagel,test,good,0,1,1,90,80,112,160,192,0.9033203125,0.004839166533201933
bagel,test,good,0,1,1,91,80,112,176,208,0.9990234375,0.0026063425466418266
bagel,test,good,0,1,1,92,80,112,192,224,1.0,0.0019944303203374147
bagel,test,good,0,1,1,93,80,112,208,240,1.0,0.0018575460417196155
bagel,test,good,0,1,1,94,80,112,224,256,0.98828125,0.002295590238645673
bagel,test,good,0,1,1,95,80,112,240,272,0.560546875,0.0038783936761319637
bagel,test,good,0,1,1,96,96,128,0,32,0.6630859375,0.0034097202587872744
bagel,test,good,0,1,1,97,96,128,16,48,0.9892578125,0.0013644782593473792
bagel,test,good,0,1,1,98,96,128,32,64,1.0,0.0014579041162505746
bagel,test,good,0,1,1,99,96,128,48,80,1.0,0.0012673118617385626
bagel,test,good,0,1,1,100,96,128,64,96,1.0,0.0016733608208596706
bagel,test,good,0,1,1,101,96,128,80,112,0.9306640625,0.012494253925979137
bagel,test,good,0,1,1,102,96,128,96,128,0.8466796875,0.014920995570719242
bagel,test,good,0,1,1,103,96,128,112,144,0.8271484375,0.011137607507407665
bagel,test,good,0,1,1,104,96,128,128,160,0.5927734375,0.011951232329010963
bagel,test,good,0,1,1,105,96,128,144,176,0.44140625,0.011184328235685825
bagel,test,good,0,1,1,106,96,128,160,192,0.7578125,0.0042442018166184425
bagel,test,good,0,1,1,107,96,128,176,208,0.998046875,0.0019265796290710568
bagel,test,good,0,1,1,108,96,128,192,224,1.0,0.0017406658735126257
bagel,test,good,0,1,1,109,96,128,208,240,1.0,0.0016431310214102268
bagel,test,good,0,1,1,110,96,128,224,256,1.0,0.002219939837232232
bagel,test,good,0,1,1,111,96,128,240,272,0.6787109375,0.004434816539287567
bagel,test,good,0,1,1,112,112,144,0,32,0.6982421875,0.003090456360951066
bagel,test,good,0,1,1,113,112,144,16,48,0.9873046875,0.0015795771032571793
bagel,test,good,0,1,1,114,112,144,32,64,0.9990234375,0.0012901646550744772
bagel,test,good,0,1,1,115,112,144,48,80,1.0,0.0011529320618137717
bagel,test,good,0,1,1,116,112,144,64,96,1.0,0.0022310628555715084
bagel,test,good,0,1,1,117,112,144,80,112,0.9013671875,0.01611943356692791
bagel,test,good,0,1,1,118,112,144,96,128,0.79296875,0.01687396876513958
bagel,test,good,0,1,1,119,112,144,112,144,0.6767578125,0.010381202213466167
bagel,test,good,0,1,1,120,112,144,128,160,0.4296875,0.012729020789265633
bagel,test,good,0,1,1,121,112,144,144,176,0.494140625,0.006653036456555128
bagel,test,good,0,1,1,122,112,144,160,192,0.8486328125,0.002107486594468355
bagel,test,good,0,1,1,123,112,144,176,208,0.9990234375,0.0014476652722805738
bagel,test,good,0,1,1,124,112,144,192,224,1.0,0.0013929837150499225
bagel,test,good,0,1,1,125,112,144,208,240,1.0,0.0012113776756450534
bagel,test,good,0,1,1,126,112,144,224,256,1.0,0.0019113784655928612
bagel,test,good,0,1,1,127,112,144,240,272,0.7177734375,0.003890057560056448
bagel,test,good,0,1,1,128,128,160,0,32,0.62890625,0.0032005286775529385
bagel,test,good,0,1,1,129,128,160,16,48,0.9619140625,0.0024080039002001286
bagel,test,good,0,1,1,130,128,160,32,64,0.9990234375,0.0011315091978758574
bagel,test,good,0,1,1,131,128,160,48,80,1.0,0.0010422049090266228
bagel,test,good,0,1,1,132,128,160,64,96,1.0,0.0017661929596215487
bagel,test,good,0,1,1,133,128,160,80,112,0.962890625,0.007119123823940754
bagel,test,good,0,1,1,134,128,160,96,128,0.9072265625,0.010036871768534184
bagel,test,good,0,1,1,135,128,160,112,144,0.763671875,0.008071561343967915
bagel,test,good,0,1,1,136,128,160,128,160,0.662109375,0.007843056693673134
bagel,test,good,0,1,1,137,128,160,144,176,0.8369140625,0.0024218647740781307
bagel,test,good,0,1,1,138,128,160,160,192,0.994140625,0.0017526588635519147
bagel,test,good,0,1,1,139,128,160,176,208,1.0,0.0014288830570876598
bagel,test,good,0,1,1,140,128,160,192,224,1.0,0.001306146034039557
bagel,test,good,0,1,1,141,128,160,208,240,1.0,0.0011853366158902645
bagel,test,good,0,1,1,142,128,160,224,256,1.0,0.0020735333673655987
