category,split,defect_type,label,sample_position,sample_id,processed_depth_path,processed_mask_path,mask_path,crop_top,crop_bottom,crop_left,crop_right,classical_patch_count,classical_image_score,classical_heatmap_path,classical_figure_path,classical_ground_truth_pixel_count,autoencoder_patch_count,autoencoder_image_score,autoencoder_heatmap_path,autoencoder_figure_path,autoencoder_ground_truth_pixel_count,ground_truth_pixel_count,comparison_figure_path
bagel,test,good,0,10,10,data/processed/bagel/test/good/010_depth.npy,data/processed/bagel/test/good/010_mask.npy,data/raw/bagel/test/good/gt/010.png,113.0,658.0,125.0,693.0,225,9.451706886291504,outputs/metrics/classical_heatmaps/test/bagel/good/10_heatmap.npy,,0,225,0.0119049036875367,outputs/metrics/autoencoder_heatmaps/test/bagel/good/10_heatmap.npy,,0,0,
bagel,test,good,0,11,11,data/processed/bagel/test/good/011_depth.npy,data/processed/bagel/test/good/011_mask.npy,data/raw/bagel/test/good/gt/011.png,102.0,693.0,109.0,694.0,221,13.116314888000488,outputs/metrics/classical_heatmaps/test/bagel/good/11_heatmap.npy,,0,221,0.0108804693445563,outputs/metrics/autoencoder_heatmaps/test/bagel/good/11_heatmap.npy,,0,0,
bagel,test,good,0,12,12,data/processed/bagel/test/good/012_depth.npy,data/processed/bagel/test/good/012_mask.npy,data/raw/bagel/test/good/gt/012.png,103.0,685.0,109.0,686.0,221,17.185523986816406,outputs/metrics/classical_heatmaps/test/bagel/good/12_heatmap.npy,,0,221,0.0101988743990659,outputs/metrics/autoencoder_heatmaps/test/bagel/good/12_heatmap.npy,,0,0,
bagel,test,good,0,13,13,data/processed/bagel/test/good/013_depth.npy,data/processed/bagel/test/good/013_mask.npy,data/raw/bagel/test/good/gt/013.png,115.0,679.0,103.0,694.0,221,8.632136344909668,outputs/metrics/classical_heatmaps/test/bagel/good/13_heatmap.npy,,0,221,0.012610881589353,outputs/metrics/autoencoder_heatmaps/test/bagel/good/13_heatmap.npy,,0,0,
bagel,test,good,0,14,14,data/processed/bagel/test/good/014_depth.npy,data/processed/bagel/test/good/014_mask.npy,data/raw/bagel/test/good/gt/014.png,101.0,677.0,106.0,672.0,219,15.467148780822754,outputs/metrics/classical_heatmaps/test/bagel/good/14_heatmap.npy,,0,219,0.0113754356279969,outputs/metrics/autoencoder_heatmaps/test/bagel/good/14_heatmap.npy,,0,0,
bagel,test,good,0,15,15,data/processed/bagel/test/good/015_depth.npy,data/processed/bagel/test/good/015_mask.npy,data/raw/bagel/test/good/gt/015.png,113.0,665.0,95.0,665.0,219,3.627332210540771,outputs/metrics/classical_heatmaps/test/bagel/good/15_heatmap.npy,,0,219,0.0103487158194184,outputs/metrics/autoencoder_heatmaps/test/bagel/good/15_heatmap.npy,,0,0,fig/06_results/bagel/good/15_comparison.png
bagel,test,good,0,16,16,data/processed/bagel/test/good/016_depth.npy,data/processed/bagel/test/good/016_mask.npy,data/raw/bagel/test/good/gt/016.png,99.0,681.0,92.0,693.0,221,4.7258124351501465,outputs/metrics/classical_heatmaps/test/bagel/good/16_heatmap.npy,,0,221,0.0129554374143481,outputs/metrics/autoencoder_heatmaps/test/bagel/good/16_heatmap.npy,,0,0,
bagel,test,good,0,17,17,data/processed/bagel/test/good/017_depth.npy,data/processed/bagel/test/good/017_mask.npy,data/raw/bagel/test/good/gt/017.png,97.0,679.0,105.0,706.0,221,13.409053802490234,outputs/metrics/classical_heatmaps/test/bagel/good/17_heatmap.npy,,0,221,0.0109404409304261,outputs/metrics/autoencoder_heatmaps/test/bagel/good/17_heatmap.npy,,0,0,
bagel,test,good,0,18,18,data/processed/bagel/test/good/018_depth.npy,data/processed/bagel/test/good/018_mask.npy,data/raw/bagel/test/good/gt/018.png,99.0,692.0,117.0,708.0,209,14.101000785827637,outputs/metrics/classical_heatmaps/test/bagel/good/18_heatmap.npy,,0,209,0.0136449132114648,outputs/metrics/autoencoder_heatmaps/test/bagel/good/18_heatmap.npy,,0,0,
bagel,test,good,0,19,19,data/processed/bagel/test/good/019_depth.npy,data/processed/bagel/test/good/019_mask.npy,data/raw/bagel/test/good/gt/019.png,92.0,707.0,103.0,690.0,225,22.52423858642578,outputs/metrics/classical_heatmaps/test/bagel/good/19_heatmap.npy,,0,225,0.0130843110382556,outputs/metrics/autoencoder_heatmaps/test/bagel/good/19_heatmap.npy,,0,0,
bagel,test,good,0,20,20,data/processed/bagel/test/good/020_depth.npy,data/processed/bagel/test/good/020_mask.npy,data/raw/bagel/test/good/gt/020.png,111.0,686.0,101.0,706.0,224,18.024673461914062,outputs/metrics/classical_heatmaps/test/bagel/good/20_heatmap.npy,,0,224,0.0122472830116748,outputs/metrics/autoencoder_heatmaps/test/bagel/good/20_heatmap.npy,,0,0,
bagel,test,good,0,21,21,data/processed/bagel/test/good/021_depth.npy,data/processed/bagel/test/good/021_mask.npy,data/raw/bagel/test/good/gt/021.png,105.0,675.0,81.0,711.0,219,51.975223541259766,outputs/metrics/classical_heatmaps/test/bagel/good/21_heatmap.npy,,0,219,0.0136271538212895,outputs/metrics/autoencoder_heatmaps/test/bagel/good/21_heatmap.npy,,0,0,
bagel,test,combined,1,22,0,data/processed/bagel/test/combined/000_depth.npy,data/processed/bagel/test/combined/000_mask.npy,data/raw/bagel/test/combined/gt/000.png,116.0,699.0,97.0,688.0,223,30.186201095581055,outputs/metrics/classical_heatmaps/test/bagel/combined/0_heatmap.npy,fig/04_classical/test_heatmaps/bagel/combined/0_heatmap.png,2448,223,0.0103712799027562,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/0_heatmap.npy,fig/05_autoencoder/test_heatmaps/bagel/combined/0_heatmap.png,2448,2448,
bagel,test,combined,1,23,1,data/processed/bagel/test/combined/001_depth.npy,data/processed/bagel/test/combined/001_mask.npy,data/raw/bagel/test/combined/gt/001.png,116.0,673.0,101.0,695.0,220,0.1165657043457031,outputs/metrics/classical_heatmaps/test/bagel/combined/1_heatmap.npy,fig/04_classical/test_heatmaps/bagel/combined/1_heatmap.png,2042,220,0.015862189233303,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/1_heatmap.npy,fig/05_autoencoder/test_heatmaps/bagel/combined/1_heatmap.png,2042,2042,
bagel,test,combined,1,24,2,data/processed/bagel/test/combined/002_depth.npy,data/processed/bagel/test/combined/002_mask.npy,data/raw/bagel/test/combined/gt/002.png,108.0,695.0,95.0,682.0,204,6.396949768066406,outputs/metrics/classical_heatmaps/test/bagel/combined/2_heatmap.npy,fig/04_classical/test_heatmaps/bagel/combined/2_heatmap.png,1394,204,0.0140827456489205,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/2_heatmap.npy,fig/05_autoencoder/test_heatmaps/bagel/combined/2_heatmap.png,1394,1394,
bagel,test,combined,1,25,3,data/processed/bagel/test/combined/003_depth.npy,data/processed/bagel/test/combined/003_mask.npy,data/raw/bagel/test/combined/gt/003.png,127.0,668.0,103.0,700.0,221,10.043482780456545,outputs/metrics/classical_heatmaps/test/bagel/combined/3_heatmap.npy,,2336,221,0.0144292237237095,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/3_heatmap.npy,,2336,2336,
bagel,test,combined,1,26,4,data/processed/bagel/test/combined/004_depth.npy,data/processed/bagel/test/combined/004_mask.npy,data/raw/bagel/test/combined/gt/004.png,124.0,690.0,93.0,696.0,222,10.880463600158691,outputs/metrics/classical_heatmaps/test/bagel/combined/4_heatmap.npy,,409,222,0.0094296066090464,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/4_heatmap.npy,,409,409,
bagel,test,combined,1,27,5,data/processed/bagel/test/combined/005_depth.npy,data/processed/bagel/test/combined/005_mask.npy,data/raw/bagel/test/combined/gt/005.png,121.0,687.0,118.0,696.0,222,14.667168617248535,outputs/metrics/classical_heatmaps/test/bagel/combined/5_heatmap.npy,,533,222,0.0138540146872401,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/5_heatmap.npy,,533,533,
bagel,test,combined,1,28,6,data/processed/bagel/test/combined/006_depth.npy,data/processed/bagel/test/combined/006_mask.npy,data/raw/bagel/test/combined/gt/006.png,123.0,681.0,89.0,667.0,222,6.372098922729492,outputs/metrics/classical_heatmaps/test/bagel/combined/6_heatmap.npy,,529,222,0.0105368560180068,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/6_heatmap.npy,,529,529,
bagel,test,combined,1,29,7,data/processed/bagel/test/combined/007_depth.npy,data/processed/bagel/test/combined/007_mask.npy,data/raw/bagel/test/combined/gt/007.png,105.0,672.0,121.0,684.0,223,9.445263862609863,outputs/metrics/classical_heatmaps/test/bagel/combined/7_heatmap.npy,,2341,223,0.0157345086336135,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/7_heatmap.npy,,2341,2341,
bagel,test,combined,1,30,8,data/processed/bagel/test/combined/008_depth.npy,data/processed/bagel/test/combined/008_mask.npy,data/raw/bagel/test/combined/gt/008.png,105.0,690.0,82.0,684.0,218,7.187452793121338,outputs/metrics/classical_heatmaps/test/bagel/combined/8_heatmap.npy,,1579,218,0.014232013374567,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/8_heatmap.npy,,1579,1579,
bagel,test,combined,1,31,9,data/processed/bagel/test/combined/009_depth.npy,data/processed/bagel/test/combined/009_mask.npy,data/raw/bagel/test/combined/gt/009.png,95.0,693.0,115.0,683.0,221,11.797425270080566,outputs/metrics/classical_heatmaps/test/bagel/combined/9_heatmap.npy,,656,221,0.0112758092582225,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/9_heatmap.npy,,656,656,
bagel,test,combined,1,32,10,data/processed/bagel/test/combined/010_depth.npy,data/processed/bagel/test/combined/010_mask.npy,data/raw/bagel/test/combined/gt/010.png,128.0,697.0,87.0,692.0,217,12.770137786865234,outputs/metrics/classical_heatmaps/test/bagel/combined/10_heatmap.npy,,1462,217,0.0138875730335712,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/10_heatmap.npy,,1462,1462,
bagel,test,combined,1,33,11,data/processed/bagel/test/combined/011_depth.npy,data/processed/bagel/test/combined/011_mask.npy,data/raw/bagel/test/combined/gt/011.png,103.0,688.0,121.0,669.0,222,-4.5152974128723145,outputs/metrics/classical_heatmaps/test/bagel/combined/11_heatmap.npy,,871,222,0.0110153891146183,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/11_heatmap.npy,,871,871,
bagel,test,combined,1,34,12,data/processed/bagel/test/combined/012_depth.npy,data/processed/bagel/test/combined/012_mask.npy,data/raw/bagel/test/combined/gt/012.png,117.0,678.0,111.0,702.0,222,18.36614418029785,outputs/metrics/classical_heatmaps/test/bagel/combined/12_heatmap.npy,,1678,222,0.015951057896018,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/12_heatmap.npy,,1678,1678,
bagel,test,combined,1,35,13,data/processed/bagel/test/combined/013_depth.npy,data/processed/bagel/test/combined/013_mask.npy,data/raw/bagel/test/combined/gt/013.png,113.0,691.0,89.0,681.0,223,11.180815696716309,outputs/metrics/classical_heatmaps/test/bagel/combined/13_heatmap.npy,,1983,223,0.0110620344057679,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/13_heatmap.npy,,1983,1983,
bagel,test,combined,1,36,14,data/processed/bagel/test/combined/014_depth.npy,data/processed/bagel/test/combined/014_mask.npy,data/raw/bagel/test/combined/gt/014.png,0.0,698.0,112.0,685.0,203,53.9461784362793,outputs/metrics/classical_heatmaps/test/bagel/combined/14_heatmap.npy,,1313,203,0.0238472446799278,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/14_heatmap.npy,,1313,1313,
bagel,test,combined,1,37,15,data/processed/bagel/test/combined/015_depth.npy,data/processed/bagel/test/combined/015_mask.npy,data/raw/bagel/test/combined/gt/015.png,127.0,683.0,96.0,697.0,219,12.922582626342772,outputs/metrics/classical_heatmaps/test/bagel/combined/15_heatmap.npy,,503,219,0.0134565318003296,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/15_heatmap.npy,,503,503,
bagel,test,combined,1,38,16,data/processed/bagel/test/combined/016_depth.npy,data/processed/bagel/test/combined/016_mask.npy,data/raw/bagel/test/combined/gt/016.png,107.0,694.0,103.0,701.0,223,7.921102523803711,outputs/metrics/classical_heatmaps/test/bagel/combined/16_heatmap.npy,,703,223,0.0099662635475397,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/16_heatmap.npy,,703,703,
bagel,test,combined,1,39,17,data/processed/bagel/test/combined/017_depth.npy,data/processed/bagel/test/combined/017_mask.npy,data/raw/bagel/test/combined/gt/017.png,101.0,674.0,117.0,676.0,223,2.627930164337158,outputs/metrics/classical_heatmaps/test/bagel/combined/17_heatmap.npy,,894,223,0.0122730666771531,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/17_heatmap.npy,,894,894,
bagel,test,combined,1,40,18,data/processed/bagel/test/combined/018_depth.npy,data/processed/bagel/test/combined/018_mask.npy,data/raw/bagel/test/combined/gt/018.png,115.0,686.0,99.0,702.0,218,14.235692977905272,outputs/metrics/classical_heatmaps/test/bagel/combined/18_heatmap.npy,,482,218,0.0120165040716528,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/18_heatmap.npy,,482,482,
bagel,test,combined,1,41,19,data/processed/bagel/test/combined/019_depth.npy,data/processed/bagel/test/combined/019_mask.npy,data/raw/bagel/test/combined/gt/019.png,108.0,694.0,95.0,690.0,219,11.848916053771973,outputs/metrics/classical_heatmaps/test/bagel/combined/19_heatmap.npy,,1946,219,0.0149215254932641,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/19_heatmap.npy,,1946,1946,
bagel,test,combined,1,42,20,data/processed/bagel/test/combined/020_depth.npy,data/processed/bagel/test/combined/020_mask.npy,data/raw/bagel/test/combined/gt/020.png,121.0,680.0,110.0,693.0,217,5.07537841796875,outputs/metrics/classical_heatmaps/test/bagel/combined/20_heatmap.npy,,1828,217,0.0155937112867832,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/20_heatmap.npy,,1828,1828,
bagel,test,combined,1,43,21,data/processed/bagel/test/combined/021_depth.npy,data/processed/bagel/test/combined/021_mask.npy,data/raw/bagel/test/combined/gt/021.png,115.0,706.0,93.0,698.0,219,15.970335960388184,outputs/metrics/classical_heatmaps/test/bagel/combined/21_heatmap.npy,,1381,219,0.0118071967735886,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/21_heatmap.npy,,1381,1381,
bagel,test,combined,1,44,22,data/processed/bagel/test/combined/022_depth.npy,data/processed/bagel/test/combined/022_mask.npy,data/raw/bagel/test/combined/gt/022.png,119.0,697.0,98.0,681.0,220,1.4208225011825562,outputs/metrics/classical_heatmaps/test/bagel/combined/22_heatmap.npy,,528,220,0.0100916288793087,outputs/metrics/autoencoder_heatmaps/test/bagel/combined/22_heatmap.npy,,528,528,fig/06_results/bagel/combined/22_comparison.png
bagel,test,contamination,1,45,0,data/processed/bagel/test/contamination/000_depth.npy,data/processed/bagel/test/contamination/000_mask.npy,data/raw/bagel/test/contamination/gt/000.png,109.0,666.0,103.0,660.0,209,30.28276824951172,outputs/metrics/classical_heatmaps/test/bagel/contamination/0_heatmap.npy,,304,209,0.0149400113150477,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/0_heatmap.npy,,304,304,
bagel,test,contamination,1,46,1,data/processed/bagel/test/contamination/001_depth.npy,data/processed/bagel/test/contamination/001_mask.npy,data/raw/bagel/test/contamination/gt/001.png,116.0,681.0,115.0,685.0,221,2.1616716384887695,outputs/metrics/classical_heatmaps/test/bagel/contamination/1_heatmap.npy,,199,221,0.0101940715685486,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/1_heatmap.npy,,199,199,fig/06_results/bagel/contamination/1_comparison.png
bagel,test,contamination,1,47,2,data/processed/bagel/test/contamination/002_depth.npy,data/processed/bagel/test/contamination/002_mask.npy,data/raw/bagel/test/contamination/gt/002.png,127.0,678.0,127.0,688.0,218,5.546868801116943,outputs/metrics/classical_heatmaps/test/bagel/contamination/2_heatmap.npy,,388,218,0.0120394648984074,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/2_heatmap.npy,,388,388,
bagel,test,contamination,1,48,3,data/processed/bagel/test/contamination/003_depth.npy,data/processed/bagel/test/contamination/003_mask.npy,data/raw/bagel/test/contamination/gt/003.png,125.0,651.0,150.0,668.0,224,-2.2716104984283447,outputs/metrics/classical_heatmaps/test/bagel/contamination/3_heatmap.npy,,304,224,0.01289798412472,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/3_heatmap.npy,,304,304,
bagel,test,contamination,1,49,4,data/processed/bagel/test/contamination/004_depth.npy,data/processed/bagel/test/contamination/004_mask.npy,data/raw/bagel/test/contamination/gt/004.png,123.0,688.0,110.0,673.0,209,4.513026714324951,outputs/metrics/classical_heatmaps/test/bagel/contamination/4_heatmap.npy,,451,209,0.014400253072381,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/4_heatmap.npy,,451,451,
bagel,test,contamination,1,50,5,data/processed/bagel/test/contamination/005_depth.npy,data/processed/bagel/test/contamination/005_mask.npy,data/raw/bagel/test/contamination/gt/005.png,131.0,672.0,101.0,698.0,222,10.026394844055176,outputs/metrics/classical_heatmaps/test/bagel/contamination/5_heatmap.npy,,228,222,0.0134659754112362,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/5_heatmap.npy,,228,228,
bagel,test,contamination,1,51,6,data/processed/bagel/test/contamination/006_depth.npy,data/processed/bagel/test/contamination/006_mask.npy,data/raw/bagel/test/contamination/gt/006.png,142.0,676.0,102.0,678.0,221,7.51352071762085,outputs/metrics/classical_heatmaps/test/bagel/contamination/6_heatmap.npy,,281,221,0.0170470606535673,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/6_heatmap.npy,,281,281,
bagel,test,contamination,1,52,7,data/processed/bagel/test/contamination/007_depth.npy,data/processed/bagel/test/contamination/007_mask.npy,data/raw/bagel/test/contamination/gt/007.png,119.0,682.0,119.0,670.0,218,6.49418830871582,outputs/metrics/classical_heatmaps/test/bagel/contamination/7_heatmap.npy,,369,218,0.013448130339384,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/7_heatmap.npy,,369,369,
bagel,test,contamination,1,53,8,data/processed/bagel/test/contamination/008_depth.npy,data/processed/bagel/test/contamination/008_mask.npy,data/raw/bagel/test/contamination/gt/008.png,145.0,674.0,103.0,676.0,221,4.900332450866699,outputs/metrics/classical_heatmaps/test/bagel/contamination/8_heatmap.npy,,565,221,0.0132682090625166,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/8_heatmap.npy,,565,565,
bagel,test,contamination,1,54,9,data/processed/bagel/test/contamination/009_depth.npy,data/processed/bagel/test/contamination/009_mask.npy,data/raw/bagel/test/contamination/gt/009.png,115.0,659.0,101.0,699.0,221,15.540740966796877,outputs/metrics/classical_heatmaps/test/bagel/contamination/9_heatmap.npy,,289,221,0.011602402664721,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/9_heatmap.npy,,289,289,
bagel,test,contamination,1,55,10,data/processed/bagel/test/contamination/010_depth.npy,data/processed/bagel/test/contamination/010_mask.npy,data/raw/bagel/test/contamination/gt/010.png,109.0,686.0,99.0,713.0,221,9.515498161315918,outputs/metrics/classical_heatmaps/test/bagel/contamination/10_heatmap.npy,,148,221,0.0103503791615366,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/10_heatmap.npy,,148,148,
bagel,test,contamination,1,56,11,data/processed/bagel/test/contamination/011_depth.npy,data/processed/bagel/test/contamination/011_mask.npy,data/raw/bagel/test/contamination/gt/011.png,114.0,694.0,96.0,698.0,223,7.267213821411133,outputs/metrics/classical_heatmaps/test/bagel/contamination/11_heatmap.npy,,289,223,0.0104665281251072,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/11_heatmap.npy,,289,289,
bagel,test,contamination,1,57,12,data/processed/bagel/test/contamination/012_depth.npy,data/processed/bagel/test/contamination/012_mask.npy,data/raw/bagel/test/contamination/gt/012.png,117.0,690.0,93.0,697.0,225,-3.441885232925415,outputs/metrics/classical_heatmaps/test/bagel/contamination/12_heatmap.npy,,350,225,0.0113107049837708,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/12_heatmap.npy,,350,350,
bagel,test,contamination,1,58,13,data/processed/bagel/test/contamination/013_depth.npy,data/processed/bagel/test/contamination/013_mask.npy,data/raw/bagel/test/contamination/gt/013.png,135.0,690.0,89.0,681.0,216,18.67644500732422,outputs/metrics/classical_heatmaps/test/bagel/contamination/13_heatmap.npy,,214,216,0.0129821067675948,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/13_heatmap.npy,,214,214,
bagel,test,contamination,1,59,14,data/processed/bagel/test/contamination/014_depth.npy,data/processed/bagel/test/contamination/014_mask.npy,data/raw/bagel/test/contamination/gt/014.png,131.0,670.0,105.0,687.0,224,1.9839941263198853,outputs/metrics/classical_heatmaps/test/bagel/contamination/14_heatmap.npy,,266,224,0.014359557069838,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/14_heatmap.npy,,266,266,
bagel,test,contamination,1,60,15,data/processed/bagel/test/contamination/015_depth.npy,data/processed/bagel/test/contamination/015_mask.npy,data/raw/bagel/test/contamination/gt/015.png,103.0,684.0,112.0,687.0,221,31.843603134155273,outputs/metrics/classical_heatmaps/test/bagel/contamination/15_heatmap.npy,,298,221,0.0114081753417849,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/15_heatmap.npy,,298,298,
bagel,test,contamination,1,61,16,data/processed/bagel/test/contamination/016_depth.npy,data/processed/bagel/test/contamination/016_mask.npy,data/raw/bagel/test/contamination/gt/016.png,135.0,645.0,116.0,698.0,217,31.315458297729492,outputs/metrics/classical_heatmaps/test/bagel/contamination/16_heatmap.npy,,233,217,0.014684191904962,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/16_heatmap.npy,,233,233,
bagel,test,contamination,1,62,17,data/processed/bagel/test/contamination/017_depth.npy,data/processed/bagel/test/contamination/017_mask.npy,data/raw/bagel/test/contamination/gt/017.png,118.0,699.0,97.0,700.0,221,35.312164306640625,outputs/metrics/classical_heatmaps/test/bagel/contamination/17_heatmap.npy,,235,221,0.0113890999928116,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/17_heatmap.npy,,235,235,
bagel,test,contamination,1,63,18,data/processed/bagel/test/contamination/018_depth.npy,data/processed/bagel/test/contamination/018_mask.npy,data/raw/bagel/test/contamination/gt/018.png,107.0,700.0,101.0,705.0,222,39.15449905395508,outputs/metrics/classical_heatmaps/test/bagel/contamination/18_heatmap.npy,,223,222,0.0107193933799862,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/18_heatmap.npy,,223,223,
bagel,test,contamination,1,64,19,data/processed/bagel/test/contamination/019_depth.npy,data/processed/bagel/test/contamination/019_mask.npy,data/raw/bagel/test/contamination/gt/019.png,120.0,695.0,92.0,685.0,224,8.110798835754395,outputs/metrics/classical_heatmaps/test/bagel/contamination/19_heatmap.npy,,522,224,0.0111572770401835,outputs/metrics/autoencoder_heatmaps/test/bagel/contamination/19_heatmap.npy,,522,522,
